# Letter frequency data for word optimization
s,0.104470
e,0.103196
a,0.088976
o,0.066489
r,0.065632
i,0.058962
l,0.054910
t,0.052362
n,0.045322
d,0.038814
u,0.037818
c,0.033441
p,0.031334
y,0.031195
m,0.029898
h,0.027258
g,0.024618
b,0.023969
k,0.021237
f,0.017832
w,0.015725
v,0.010792
z,0.005303
x,0.004701
j,0.004006
q,0.001737
