# Letter frequency data for word optimization
e,0.119848
s,0.092512
a,0.078745
i,0.077447
r,0.074028
n,0.059445
o,0.057782
t,0.056719
l,0.055507
d,0.041771
u,0.037468
c,0.035775
g,0.032022
p,0.029586
m,0.028109
h,0.023646
b,0.022601
y,0.016159
f,0.014991
k,0.013495
w,0.011511
v,0.008871
z,0.004389
x,0.003122
j,0.002596
q,0.001855
